Lead_ID,Customer_ID,Campaign_ID,Campaign_Name,Channel,Lead_Date,Conversion_Date,Country,City,Region,Device,Age_Group,Status,Revenue,Touch_1,Touch_2,Touch_3,Final_Touch
L040862,CUST040861,C016,High Value Customer Campaign,Email,2025-02-16,2025-03-14,USA,Bengaluru,North,Desktop,25-34,Customer,748.35,Google Ads,Organic Search,YouTube,Email
L040863,,C009,Holiday Shopping Promo,Google Ads,2025-01-23,,USA,London,Central,Mobile,25-34,Lost,0.0,YouTube,Organic Search,Instagram,Google Ads
L040864,CUST040863,C001,Google Search Summer Sale,Google Ads,2025-07-14,2025-07-25,Canada,Dubai,East,Desktop,55+,Customer,808.45,YouTube,Instagram,YouTube,Google Ads
L040865,,C012,B2B Webinar Leads,LinkedIn,2026-03-22,,UK,Mumbai,West,Mobile,35-44,Lost,0.0,Email,Instagram,Google Ads,LinkedIn
L040866,,C002,Meta New Customer Push,Facebook Ads,2025-03-26,,UAE,Mumbai,South,Mobile,45-54,Lost,0.0,Facebook Ads,Instagram,Organic Search,Facebook Ads
L040867,,C018,Social Video Conversion,Instagram,2025-12-10,,Canada,Ahmedabad,East,Mobile,25-34,Lost,0.0,Facebook Ads,Google Ads,Facebook Ads,Instagram
L040868,,C014,Festival Performance Ads,Facebook Ads,2026-08-02,,Germany,Hyderabad,Central,Desktop,35-44,Lost,0.0,Facebook Ads,Google Ads,Email,Facebook Ads
L040869,,C012,B2B Webinar Leads,LinkedIn,2026-04-12,,UAE,Ahmedabad,East,Mobile,45-54,Lost,0.0,Google Ads,Instagram,Email,LinkedIn
L040870,,C018,Social Video Conversion,Instagram,2025-10-26,,India,London,Central,Mobile,25-34,Lost,0.0,Organic Search,Email,Organic Search,Instagram
L040871,,C005,LinkedIn B2B Leads,LinkedIn,2026-01-06,,India,Toronto,Central,Desktop,18-24,Lost,0.0,Organic Search,Instagram,Email,LinkedIn
L040872,,C007,Google Display Remarketing,Google Ads,2025-06-21,,Canada,London,West,Mobile,25-34,Lost,0.0,YouTube,Email,Google Ads,Google Ads
L040873,,C004,YouTube Brand Awareness,YouTube,2025-08-20,,Germany,Pune,South,Mobile,35-44,Lost,0.0,Email,Facebook Ads,Instagram,YouTube
L040874,CUST040873,C013,YouTube Product Demo,YouTube,2026-05-01,2026-06-13,UAE,New York,West,Mobile,55+,Customer,1505.03,Organic Search,Facebook Ads,Google Ads,YouTube
L040875,,C016,High Value Customer Campaign,Email,2026-06-22,,UAE,Mumbai,Central,Desktop,25-34,Qualified,0.0,Email,LinkedIn,Google Ads,Email
L040876,,C016,High Value Customer Campaign,Email,2025-06-09,,USA,London,East,Mobile,35-44,Qualified,0.0,Organic Search,LinkedIn,Google Ads,Email
L040877,,C019,Enterprise ABM,LinkedIn,2025-02-12,,Australia,New York,North,Desktop,25-34,Qualified,0.0,Google Ads,YouTube,Organic Search,LinkedIn
L040878,,C004,YouTube Brand Awareness,YouTube,2025-04-22,,UAE,Kolkata,North,Mobile,35-44,Lost,0.0,Email,YouTube,YouTube,YouTube
L040879,CUST040878,C020,Year End Mega Sale,Google Ads,2026-04-03,2026-05-02,Germany,Toronto,South,Mobile,45-54,Customer,1056.64,LinkedIn,YouTube,YouTube,Google Ads
L040880,,C020,Year End Mega Sale,Google Ads,2026-04-03,,Germany,Mumbai,West,Mobile,25-34,Lost,0.0,Organic Search,Instagram,Google Ads,Google Ads
L040881,,C001,Google Search Summer Sale,Google Ads,2025-08-29,,USA,Ahmedabad,North,Mobile,35-44,Qualified,0.0,YouTube,Organic Search,Email,Google Ads
L040882,,C013,YouTube Product Demo,YouTube,2026-01-30,,UAE,New York,East,Mobile,25-34,Lost,0.0,Google Ads,Google Ads,Email,YouTube
L040883,,C020,Year End Mega Sale,Google Ads,2025-04-28,,Germany,New York,South,Desktop,18-24,Lost,0.0,Instagram,Google Ads,YouTube,Google Ads
L040884,,C020,Year End Mega Sale,Google Ads,2026-04-07,,USA,Kolkata,East,Mobile,35-44,Lost,0.0,Organic Search,Instagram,LinkedIn,Google Ads
L040885,CUST040884,C009,Holiday Shopping Promo,Google Ads,2026-04-24,2026-06-02,UK,Pune,Central,Desktop,35-44,Customer,1527.33,LinkedIn,LinkedIn,Organic Search,Google Ads
L040886,,C010,Influencer Awareness,Instagram,2025-05-17,,Australia,Chennai,South,Mobile,45-54,Lost,0.0,Email,LinkedIn,Facebook Ads,Instagram
L040887,,C006,Email Retention Q3,Email,2026-07-14,,UAE,Bengaluru,West,Mobile,18-24,Lost,0.0,Instagram,Instagram,Google Ads,Email
L040888,,C007,Google Display Remarketing,Google Ads,2025-08-29,,Germany,Chennai,Central,Mobile,45-54,Lost,0.0,Facebook Ads,Google Ads,Instagram,Google Ads
L040889,,C016,High Value Customer Campaign,Email,2026-07-20,,USA,Mumbai,North,Desktop,55+,Qualified,0.0,YouTube,Email,Google Ads,Email
L040890,CUST040889,C017,Mobile App Acquisition,Google Ads,2025-05-07,2025-05-30,Australia,Ahmedabad,South,Mobile,45-54,Customer,887.27,Email,Organic Search,Google Ads,Google Ads
L040891,,C001,Google Search Summer Sale,Google Ads,2026-04-28,,USA,New York,West,Mobile,25-34,Lost,0.0,Google Ads,YouTube,Email,Google Ads
L040892,,C009,Holiday Shopping Promo,Google Ads,2025-12-20,,India,Delhi,Central,Desktop,35-44,Qualified,0.0,Organic Search,YouTube,Instagram,Google Ads
L040893,,C014,Festival Performance Ads,Facebook Ads,2025-08-23,,Australia,Chennai,Central,Mobile,55+,Lost,0.0,Email,Email,Instagram,Facebook Ads
L040894,,C015,SEO Content Campaign,Organic Search,2026-07-22,,Germany,Delhi,Central,Mobile,45-54,Qualified,0.0,Facebook Ads,Google Ads,YouTube,Organic Search
L040895,,C004,YouTube Brand Awareness,YouTube,2025-12-04,,Australia,Hyderabad,East,Desktop,55+,Lost,0.0,Instagram,Email,Google Ads,YouTube
L040896,,C008,Meta Retargeting,Facebook Ads,2026-08-22,,UK,Hyderabad,West,Mobile,55+,Lost,0.0,Email,LinkedIn,YouTube,Facebook Ads
L040897,,C015,SEO Content Campaign,Organic Search,2026-02-18,,USA,New York,West,Mobile,18-24,Lost,0.0,YouTube,Facebook Ads,Facebook Ads,Organic Search
L040898,,C004,YouTube Brand Awareness,YouTube,2025-05-11,,India,Toronto,Central,Desktop,25-34,Qualified,0.0,YouTube,Facebook Ads,Instagram,YouTube
L040899,CUST040898,C019,Enterprise ABM,LinkedIn,2025-03-02,2025-03-07,India,Dubai,West,Mobile,35-44,Customer,917.45,Organic Search,Organic Search,Email,LinkedIn
L040900,,C003,Instagram Product Launch,Instagram,2026-05-06,,India,Hyderabad,Central,Mobile,18-24,Lost,0.0,YouTube,Google Ads,Email,Instagram
L040901,,C008,Meta Retargeting,Facebook Ads,2025-09-16,,USA,Ahmedabad,North,Mobile,55+,Lost,0.0,Google Ads,YouTube,Organic Search,Facebook Ads
L040902,,C002,Meta New Customer Push,Facebook Ads,2026-02-03,,India,Kolkata,North,Mobile,25-34,Lost,0.0,Organic Search,Instagram,YouTube,Facebook Ads
L040903,CUST040902,C008,Meta Retargeting,Facebook Ads,2025-10-14,2025-10-18,UAE,Chennai,East,Desktop,35-44,Customer,885.13,LinkedIn,Organic Search,YouTube,Facebook Ads
L040904,,C008,Meta Retargeting,Facebook Ads,2025-07-18,,UAE,Bengaluru,West,Desktop,35-44,Lost,0.0,LinkedIn,YouTube,YouTube,Facebook Ads
L040905,CUST040904,C017,Mobile App Acquisition,Google Ads,2025-11-23,2025-12-28,India,Chennai,Central,Mobile,25-34,Customer,1471.96,Facebook Ads,Facebook Ads,LinkedIn,Google Ads
L040906,CUST040905,C016,High Value Customer Campaign,Email,2026-07-21,2026-08-20,UAE,Mumbai,South,Desktop,45-54,Customer,1329.7,Facebook Ads,Google Ads,YouTube,Email
L040907,,C016,High Value Customer Campaign,Email,2025-04-02,,UAE,Bengaluru,East,Mobile,25-34,Qualified,0.0,LinkedIn,Organic Search,Instagram,Email
L040908,,C016,High Value Customer Campaign,Email,2025-08-16,,UK,Bengaluru,North,Mobile,25-34,Qualified,0.0,Email,Organic Search,Email,Email
L040909,,C007,Google Display Remarketing,Google Ads,2025-04-20,,India,London,Central,Tablet,35-44,Lost,0.0,Google Ads,Facebook Ads,Organic Search,Google Ads
L040910,CUST040909,C015,SEO Content Campaign,Organic Search,2025-10-08,2025-11-11,Australia,Dubai,North,Desktop,25-34,Customer,1303.51,Email,Email,Google Ads,Organic Search
L040911,,C017,Mobile App Acquisition,Google Ads,2026-07-16,,Australia,Toronto,West,Desktop,25-34,Lost,0.0,YouTube,LinkedIn,LinkedIn,Google Ads
L040912,,C003,Instagram Product Launch,Instagram,2026-07-04,,UAE,Hyderabad,East,Mobile,25-34,Lost,0.0,Instagram,Email,Instagram,Instagram
L040913,,C001,Google Search Summer Sale,Google Ads,2025-03-26,,Germany,Mumbai,South,Mobile,55+,Qualified,0.0,Google Ads,YouTube,Facebook Ads,Google Ads
L040914,,C008,Meta Retargeting,Facebook Ads,2025-12-06,,India,Mumbai,South,Mobile,45-54,Qualified,0.0,Facebook Ads,Facebook Ads,Instagram,Facebook Ads
L040915,,C007,Google Display Remarketing,Google Ads,2025-07-17,,USA,Bengaluru,East,Mobile,25-34,Lost,0.0,LinkedIn,Google Ads,Instagram,Google Ads
L040916,,C018,Social Video Conversion,Instagram,2025-03-17,,Germany,New York,South,Mobile,25-34,Lost,0.0,Email,LinkedIn,Google Ads,Instagram
L040917,,C005,LinkedIn B2B Leads,LinkedIn,2025-06-22,,USA,Hyderabad,West,Mobile,18-24,Lost,0.0,Google Ads,Facebook Ads,Facebook Ads,LinkedIn
L040918,,C015,SEO Content Campaign,Organic Search,2025-08-13,,Germany,Hyderabad,East,Mobile,25-34,Qualified,0.0,LinkedIn,Facebook Ads,LinkedIn,Organic Search
L040919,,C007,Google Display Remarketing,Google Ads,2025-01-19,,Canada,Delhi,West,Mobile,25-34,Lost,0.0,YouTube,LinkedIn,LinkedIn,Google Ads
L040920,,C010,Influencer Awareness,Instagram,2025-08-25,,Australia,Kolkata,South,Mobile,55+,Lost,0.0,Email,YouTube,Facebook Ads,Instagram
L040921,,C016,High Value Customer Campaign,Email,2026-03-02,,UK,London,Central,Mobile,35-44,Lost,0.0,Email,Google Ads,Google Ads,Email
L040922,,C002,Meta New Customer Push,Facebook Ads,2025-04-03,,UK,Dubai,North,Mobile,25-34,Lost,0.0,Facebook Ads,Facebook Ads,Email,Facebook Ads
L040923,,C018,Social Video Conversion,Instagram,2026-06-26,,UK,Chennai,North,Desktop,55+,Qualified,0.0,Organic Search,Organic Search,YouTube,Instagram
L040924,,C015,SEO Content Campaign,Organic Search,2026-08-11,,Australia,London,North,Desktop,25-34,Lost,0.0,LinkedIn,LinkedIn,YouTube,Organic Search
L040925,,C019,Enterprise ABM,LinkedIn,2025-05-19,,UK,Bengaluru,South,Desktop,25-34,Lost,0.0,Instagram,Instagram,Facebook Ads,LinkedIn
L040926,,C020,Year End Mega Sale,Google Ads,2025-12-06,,Germany,Kolkata,East,Desktop,35-44,Lost,0.0,Email,Google Ads,YouTube,Google Ads
L040927,CUST040926,C014,Festival Performance Ads,Facebook Ads,2025-10-12,2025-11-03,Germany,Dubai,North,Mobile,25-34,Customer,980.46,LinkedIn,Facebook Ads,Organic Search,Facebook Ads
L040928,,C002,Meta New Customer Push,Facebook Ads,2026-04-27,,USA,London,Central,Desktop,25-34,Lost,0.0,YouTube,Instagram,Email,Facebook Ads
L040929,,C018,Social Video Conversion,Instagram,2026-08-09,,Australia,London,East,Desktop,35-44,Qualified,0.0,Instagram,Organic Search,YouTube,Instagram
L040930,,C009,Holiday Shopping Promo,Google Ads,2025-08-21,,UK,New York,North,Desktop,25-34,Qualified,0.0,Google Ads,Facebook Ads,YouTube,Google Ads
L040931,CUST040930,C001,Google Search Summer Sale,Google Ads,2025-08-21,2025-09-08,India,Pune,North,Desktop,45-54,Customer,965.56,Email,LinkedIn,Organic Search,Google Ads
L040932,,C016,High Value Customer Campaign,Email,2025-02-08,,Canada,Kolkata,West,Mobile,25-34,Lost,0.0,Facebook Ads,Google Ads,Instagram,Email
L040933,,C012,B2B Webinar Leads,LinkedIn,2025-03-01,,India,London,West,Mobile,35-44,Lost,0.0,Google Ads,LinkedIn,Facebook Ads,LinkedIn
L040934,,C012,B2B Webinar Leads,LinkedIn,2026-08-31,,Australia,Chennai,South,Mobile,35-44,Qualified,0.0,YouTube,LinkedIn,Facebook Ads,LinkedIn
L040935,CUST040934,C019,Enterprise ABM,LinkedIn,2025-08-14,2025-08-16,USA,Toronto,South,Desktop,55+,Customer,1159.21,Organic Search,Facebook Ads,Google Ads,LinkedIn
L040936,,C010,Influencer Awareness,Instagram,2026-04-25,,Germany,Mumbai,East,Mobile,45-54,Lost,0.0,Instagram,LinkedIn,LinkedIn,Instagram
L040937,CUST040936,C020,Year End Mega Sale,Google Ads,2026-02-10,2026-03-13,India,Delhi,North,Mobile,25-34,Customer,766.38,LinkedIn,YouTube,Organic Search,Google Ads
L040938,CUST040937,C005,LinkedIn B2B Leads,LinkedIn,2026-01-08,2026-01-24,UK,Hyderabad,North,Desktop,18-24,Customer,1584.9,Organic Search,Email,Google Ads,LinkedIn
L040939,,C003,Instagram Product Launch,Instagram,2025-12-09,,India,Toronto,West,Mobile,55+,Qualified,0.0,Email,LinkedIn,LinkedIn,Instagram
L040940,,C009,Holiday Shopping Promo,Google Ads,2026-02-11,,UAE,New York,East,Mobile,25-34,Lost,0.0,LinkedIn,Instagram,YouTube,Google Ads
L040941,CUST040940,C015,SEO Content Campaign,Organic Search,2025-10-02,2025-11-02,India,Dubai,South,Mobile,25-34,Customer,1335.47,Organic Search,Google Ads,Organic Search,Organic Search
L040942,,C014,Festival Performance Ads,Facebook Ads,2025-01-22,,USA,Mumbai,Central,Mobile,25-34,Lost,0.0,YouTube,Email,LinkedIn,Facebook Ads
L040943,CUST040942,C011,Cart Recovery Email,Email,2026-01-20,2026-03-04,USA,Toronto,West,Mobile,25-34,Customer,1102.47,Organic Search,LinkedIn,Organic Search,Email
L040944,,C013,YouTube Product Demo,YouTube,2025-01-26,,UK,Mumbai,East,Desktop,25-34,Qualified,0.0,Instagram,Google Ads,Google Ads,YouTube
L040945,,C007,Google Display Remarketing,Google Ads,2026-05-31,,Australia,Kolkata,West,Mobile,25-34,Qualified,0.0,Organic Search,Email,Instagram,Google Ads
L040946,,C002,Meta New Customer Push,Facebook Ads,2026-07-11,,India,Ahmedabad,North,Desktop,55+,Lost,0.0,Instagram,Organic Search,Organic Search,Facebook Ads
L040947,CUST040946,C003,Instagram Product Launch,Instagram,2025-09-25,2025-10-02,UAE,Pune,Central,Mobile,45-54,Customer,1061.36,Instagram,Instagram,Google Ads,Instagram
L040948,,C020,Year End Mega Sale,Google Ads,2025-04-02,,Australia,Chennai,North,Mobile,25-34,Lost,0.0,Facebook Ads,Facebook Ads,Email,Google Ads
L040949,CUST040948,C008,Meta Retargeting,Facebook Ads,2025-10-20,2025-10-25,USA,Pune,South,Desktop,18-24,Customer,1312.44,YouTube,Organic Search,Email,Facebook Ads
L040950,,C001,Google Search Summer Sale,Google Ads,2026-01-22,,Australia,Bengaluru,East,Mobile,35-44,Lost,0.0,Instagram,Email,LinkedIn,Google Ads
L040951,,C004,YouTube Brand Awareness,YouTube,2025-05-10,,Canada,Delhi,East,Mobile,45-54,Lost,0.0,YouTube,Organic Search,LinkedIn,YouTube
L040952,CUST040951,C013,YouTube Product Demo,YouTube,2026-04-30,2026-05-23,UK,Ahmedabad,Central,Mobile,25-34,Customer,994.22,YouTube,Google Ads,YouTube,YouTube
L040953,,C014,Festival Performance Ads,Facebook Ads,2025-04-21,,India,Mumbai,South,Desktop,18-24,Lost,0.0,Email,Google Ads,Email,Facebook Ads
L040954,,C009,Holiday Shopping Promo,Google Ads,2026-03-04,,USA,London,West,Mobile,25-34,Lost,0.0,LinkedIn,Google Ads,YouTube,Google Ads
L040955,CUST040954,C003,Instagram Product Launch,Instagram,2025-08-22,2025-09-16,India,Bengaluru,South,Mobile,35-44,Customer,843.9,Google Ads,Instagram,LinkedIn,Instagram
L040956,,C014,Festival Performance Ads,Facebook Ads,2025-02-06,,India,Pune,North,Tablet,25-34,Lost,0.0,Google Ads,Email,Facebook Ads,Facebook Ads
L040957,,C004,YouTube Brand Awareness,YouTube,2026-07-20,,USA,Dubai,Central,Desktop,45-54,Lost,0.0,Organic Search,Email,YouTube,YouTube
L040958,,C017,Mobile App Acquisition,Google Ads,2025-04-15,,Germany,Kolkata,Central,Mobile,35-44,Lost,0.0,Facebook Ads,Google Ads,Email,Google Ads
L040959,,C015,SEO Content Campaign,Organic Search,2025-12-05,,Germany,Delhi,West,Desktop,25-34,Lost,0.0,Google Ads,Instagram,Email,Organic Search
L040960,,C012,B2B Webinar Leads,LinkedIn,2025-07-09,,UK,Ahmedabad,North,Mobile,25-34,Qualified,0.0,Email,Organic Search,Organic Search,LinkedIn
L040961,,C014,Festival Performance Ads,Facebook Ads,2025-07-10,,India,London,North,Mobile,25-34,Lost,0.0,Organic Search,YouTube,Instagram,Facebook Ads
L040962,,C019,Enterprise ABM,LinkedIn,2025-02-25,,Canada,Ahmedabad,North,Tablet,35-44,Lost,0.0,Email,LinkedIn,LinkedIn,LinkedIn
L040963,,C010,Influencer Awareness,Instagram,2025-04-24,,Germany,Pune,West,Mobile,35-44,Lost,0.0,Organic Search,Facebook Ads,Email,Instagram
L040964,,C005,LinkedIn B2B Leads,LinkedIn,2025-01-26,,UK,Delhi,South,Mobile,25-34,Lost,0.0,Organic Search,LinkedIn,Facebook Ads,LinkedIn
L040965,,C017,Mobile App Acquisition,Google Ads,2025-04-20,,USA,London,East,Desktop,25-34,Lost,0.0,LinkedIn,YouTube,Email,Google Ads
L040966,,C017,Mobile App Acquisition,Google Ads,2026-03-27,,Germany,Chennai,Central,Desktop,35-44,Qualified,0.0,YouTube,LinkedIn,Google Ads,Google Ads
L040967,,C003,Instagram Product Launch,Instagram,2025-06-02,,Germany,London,Central,Mobile,45-54,Lost,0.0,Email,Organic Search,Email,Instagram
L040968,,C016,High Value Customer Campaign,Email,2026-05-16,,India,Pune,West,Desktop,35-44,Qualified,0.0,Facebook Ads,YouTube,YouTube,Email
L040969,,C009,Holiday Shopping Promo,Google Ads,2026-04-17,,UAE,Delhi,West,Mobile,45-54,Lost,0.0,Instagram,Email,Email,Google Ads
L040970,,C017,Mobile App Acquisition,Google Ads,2025-12-27,,USA,New York,South,Mobile,45-54,Qualified,0.0,LinkedIn,Facebook Ads,Instagram,Google Ads
L040971,CUST040970,C020,Year End Mega Sale,Google Ads,2026-06-21,2026-07-09,Australia,Delhi,East,Desktop,18-24,Customer,999.04,Instagram,Google Ads,LinkedIn,Google Ads
L040972,CUST040971,C012,B2B Webinar Leads,LinkedIn,2025-07-12,2025-07-24,UK,Ahmedabad,West,Desktop,45-54,Customer,1156.13,Instagram,YouTube,YouTube,LinkedIn
L040973,,C002,Meta New Customer Push,Facebook Ads,2026-01-02,,UK,Ahmedabad,West,Mobile,35-44,Lost,0.0,Organic Search,Instagram,Google Ads,Facebook Ads
L040974,,C020,Year End Mega Sale,Google Ads,2025-06-12,,India,Hyderabad,East,Tablet,45-54,Lost,0.0,Organic Search,Email,YouTube,Google Ads
L040975,,C016,High Value Customer Campaign,Email,2025-09-29,,UK,Bengaluru,Central,Mobile,25-34,Lost,0.0,LinkedIn,Instagram,Facebook Ads,Email
L040976,,C006,Email Retention Q3,Email,2026-06-28,,UK,Chennai,Central,Desktop,25-34,Qualified,0.0,LinkedIn,Email,LinkedIn,Email
L040977,,C002,Meta New Customer Push,Facebook Ads,2025-08-27,,India,Toronto,Central,Desktop,45-54,Lost,0.0,Google Ads,LinkedIn,LinkedIn,Facebook Ads
L040978,,C009,Holiday Shopping Promo,Google Ads,2026-01-24,,Germany,Dubai,South,Tablet,25-34,Lost,0.0,Google Ads,Instagram,Facebook Ads,Google Ads
L040979,,C005,LinkedIn B2B Leads,LinkedIn,2025-01-10,,UAE,London,South,Mobile,55+,Lost,0.0,Email,Instagram,Organic Search,LinkedIn
L040980,,C018,Social Video Conversion,Instagram,2025-11-24,,UK,Pune,North,Mobile,35-44,Qualified,0.0,Email,YouTube,Instagram,Instagram
L040981,,C018,Social Video Conversion,Instagram,2026-08-14,,UK,Dubai,Central,Mobile,35-44,Qualified,0.0,YouTube,Email,Facebook Ads,Instagram
L040982,,C010,Influencer Awareness,Instagram,2025-12-11,,Canada,Toronto,East,Mobile,25-34,Lost,0.0,YouTube,LinkedIn,LinkedIn,Instagram
L040983,,C010,Influencer Awareness,Instagram,2026-01-31,,India,Toronto,North,Mobile,18-24,Lost,0.0,Organic Search,LinkedIn,Organic Search,Instagram
L040984,,C010,Influencer Awareness,Instagram,2025-03-31,,Canada,Mumbai,East,Tablet,55+,Qualified,0.0,Facebook Ads,Email,Google Ads,Instagram
L040985,,C018,Social Video Conversion,Instagram,2026-03-28,,India,Kolkata,North,Mobile,25-34,Lost,0.0,Email,Organic Search,LinkedIn,Instagram
L040986,,C016,High Value Customer Campaign,Email,2026-03-23,,Canada,London,South,Mobile,25-34,Lost,0.0,LinkedIn,Google Ads,LinkedIn,Email
L040987,,C006,Email Retention Q3,Email,2026-02-14,,UAE,Bengaluru,East,Mobile,35-44,Lost,0.0,Facebook Ads,Email,Email,Email
L040988,,C012,B2B Webinar Leads,LinkedIn,2026-03-20,,India,Mumbai,North,Mobile,45-54,Qualified,0.0,Email,LinkedIn,Google Ads,LinkedIn
L040989,,C004,YouTube Brand Awareness,YouTube,2026-07-27,,Canada,Hyderabad,Central,Mobile,25-34,Lost,0.0,Instagram,Email,Instagram,YouTube
L040990,,C020,Year End Mega Sale,Google Ads,2026-02-03,,UK,Chennai,North,Mobile,25-34,Lost,0.0,Instagram,Email,Instagram,Google Ads
L040991,,C016,High Value Customer Campaign,Email,2025-01-05,,Germany,Toronto,South,Tablet,35-44,Lost,0.0,Instagram,Instagram,Email,Email
L040992,,C011,Cart Recovery Email,Email,2025-04-06,,Australia,Hyderabad,West,Mobile,18-24,Lost,0.0,YouTube,Facebook Ads,Email,Email
L040993,,C001,Google Search Summer Sale,Google Ads,2026-06-08,,Canada,Delhi,East,Mobile,25-34,Lost,0.0,Google Ads,Organic Search,Email,Google Ads
L040994,,C005,LinkedIn B2B Leads,LinkedIn,2025-12-10,,UAE,Kolkata,East,Mobile,25-34,Qualified,0.0,Organic Search,Instagram,Email,LinkedIn
L040995,,C017,Mobile App Acquisition,Google Ads,2026-05-04,,UAE,London,Central,Mobile,25-34,Lost,0.0,YouTube,Instagram,Email,Google Ads
L040996,,C011,Cart Recovery Email,Email,2025-07-27,,UK,New York,Central,Desktop,25-34,Lost,0.0,LinkedIn,Email,Instagram,Email
L040997,,C014,Festival Performance Ads,Facebook Ads,2026-06-12,,Germany,Ahmedabad,South,Mobile,35-44,Qualified,0.0,Facebook Ads,Instagram,Instagram,Facebook Ads
L040998,,C009,Holiday Shopping Promo,Google Ads,2025-11-03,,Germany,Delhi,North,Mobile,35-44,Lost,0.0,LinkedIn,YouTube,Google Ads,Google Ads
L040999,,C010,Influencer Awareness,Instagram,2026-06-28,,USA,London,West,Mobile,45-54,Qualified,0.0,Facebook Ads,Organic Search,LinkedIn,Instagram
L041000,,C004,YouTube Brand Awareness,YouTube,2025-08-16,,UAE,Mumbai,East,Desktop,25-34,Lost,0.0,LinkedIn,Google Ads,Facebook Ads,YouTube
L041001,,C002,Meta New Customer Push,Facebook Ads,2025-08-17,,UAE,New York,North,Desktop,25-34,Qualified,0.0,Facebook Ads,Facebook Ads,Instagram,Facebook Ads
L041002,CUST041001,C006,Email Retention Q3,Email,2026-01-22,2026-02-13,Germany,Pune,North,Desktop,35-44,Customer,683.5,LinkedIn,LinkedIn,Email,Email
L041003,,C003,Instagram Product Launch,Instagram,2026-01-06,,Australia,Dubai,East,Desktop,25-34,Lost,0.0,Instagram,Email,Google Ads,Instagram
L041004,,C013,YouTube Product Demo,YouTube,2025-12-14,,UAE,London,South,Desktop,25-34,Qualified,0.0,Organic Search,YouTube,Organic Search,YouTube
L041005,,C012,B2B Webinar Leads,LinkedIn,2026-07-11,,UK,Chennai,North,Mobile,35-44,Lost,0.0,Google Ads,LinkedIn,YouTube,LinkedIn
L041006,CUST041005,C018,Social Video Conversion,Instagram,2025-01-24,2025-02-17,UAE,Ahmedabad,Central,Tablet,25-34,Customer,1440.67,Google Ads,Google Ads,Organic Search,Instagram
L041007,,C006,Email Retention Q3,Email,2025-01-13,,Germany,Delhi,Central,Mobile,35-44,Lost,0.0,Facebook Ads,Google Ads,YouTube,Email
L041008,,C010,Influencer Awareness,Instagram,2026-06-01,,USA,Bengaluru,Central,Mobile,25-34,Qualified,0.0,Organic Search,Organic Search,Instagram,Instagram
L041009,CUST041008,C006,Email Retention Q3,Email,2026-08-16,2026-09-28,India,Hyderabad,South,Desktop,35-44,Customer,1505.4,LinkedIn,Google Ads,Organic Search,Email
L041010,CUST041009,C005,LinkedIn B2B Leads,LinkedIn,2025-06-27,2025-08-03,Australia,Chennai,South,Mobile,55+,Customer,1635.34,Google Ads,Organic Search,Facebook Ads,LinkedIn
L041011,CUST041010,C015,SEO Content Campaign,Organic Search,2026-04-05,2026-04-18,UAE,Bengaluru,North,Desktop,55+,Customer,227.66,Organic Search,Organic Search,Organic Search,Organic Search
L041012,,C015,SEO Content Campaign,Organic Search,2026-01-10,,Germany,Pune,West,Tablet,55+,Lost,0.0,Facebook Ads,Google Ads,Instagram,Organic Search
L041013,,C012,B2B Webinar Leads,LinkedIn,2026-02-06,,Canada,Bengaluru,Central,Mobile,25-34,Lost,0.0,Facebook Ads,Google Ads,Facebook Ads,LinkedIn
L041014,,C009,Holiday Shopping Promo,Google Ads,2025-10-16,,Germany,Toronto,South,Mobile,45-54,Lost,0.0,YouTube,Google Ads,Facebook Ads,Google Ads
L041015,,C013,YouTube Product Demo,YouTube,2025-07-05,,UK,Chennai,East,Desktop,35-44,Lost,0.0,Email,LinkedIn,Organic Search,YouTube
L041016,,C016,High Value Customer Campaign,Email,2026-05-18,,Germany,Dubai,West,Mobile,45-54,Qualified,0.0,Organic Search,Organic Search,LinkedIn,Email
L041017,CUST041016,C002,Meta New Customer Push,Facebook Ads,2025-06-11,2025-07-01,Australia,Mumbai,West,Desktop,35-44,Customer,1188.77,Google Ads,Organic Search,Organic Search,Facebook Ads
L041018,,C017,Mobile App Acquisition,Google Ads,2026-04-03,,UAE,Dubai,Central,Mobile,25-34,Qualified,0.0,Google Ads,Instagram,Facebook Ads,Google Ads
L041019,,C009,Holiday Shopping Promo,Google Ads,2025-01-31,,India,Ahmedabad,West,Mobile,35-44,Lost,0.0,Organic Search,LinkedIn,YouTube,Google Ads
L041020,,C019,Enterprise ABM,LinkedIn,2025-03-20,,Germany,Dubai,North,Desktop,25-34,Qualified,0.0,YouTube,LinkedIn,Google Ads,LinkedIn
L041021,,C006,Email Retention Q3,Email,2025-10-10,,USA,Bengaluru,Central,Mobile,45-54,Lost,0.0,Google Ads,Instagram,YouTube,Email
L041022,,C004,YouTube Brand Awareness,YouTube,2025-07-06,,Canada,Pune,East,Desktop,45-54,Qualified,0.0,Instagram,Google Ads,Email,YouTube
L041023,,C015,SEO Content Campaign,Organic Search,2026-06-23,,Canada,Bengaluru,Central,Mobile,25-34,Lost,0.0,Facebook Ads,Email,LinkedIn,Organic Search
L041024,,C018,Social Video Conversion,Instagram,2026-01-10,,India,Kolkata,North,Mobile,45-54,Qualified,0.0,YouTube,Email,Facebook Ads,Instagram
